"trida";"paragraf";"skupina";"oddil";"pododdil";"esif";"obdobi";"paragraf_nazev";"vykaz_date";"vykaz_year";"spending";"source"
"Běžné výdaje";"2321";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Odvádění a čištění odpadních vod";TRUE;"2014-20";"Odvádění a čištění odpadních vod a nakládání s kaly";"2018-12-31";"2018";"308365,760000000009313225746154785";"EU"
"Běžné výdaje";"2321";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Odvádění a čištění odpadních vod";TRUE;"2014-20";"Odvádění a čištění odpadních vod a nakládání s kaly";"2019-12-31";"2019";"61372,120000000002619344741106033";"EU"
"Běžné výdaje";"2321";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Odvádění a čištění odpadních vod";TRUE;"2014-20";"Odvádění a čištění odpadních vod a nakládání s kaly";"2020-12-31";"2020";"108375,000000000000000000000000000";"EU"
"Běžné výdaje";"2329";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Odvádění a čištění odpadních vod";TRUE;"2007-13";"Odvádění a čištění odpadních vod jinde nezařazené";"2015-12-31";"2015";"35631,900000000001455191522836685";"EU"
"Běžné výdaje";"2329";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Odvádění a čištění odpadních vod";TRUE;"2007-13";"Odvádění a čištění odpadních vod jinde nezařazené";"2016-12-31";"2016";"0,000000000000000000000000000";"EU"
"Běžné výdaje";"2331";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Vodní toky a vodohospodářská díla";FALSE;NA;"Úpravy vodohospodářsky významných a vodárenských toků";"2015-12-31";"2015";"291638330,579999983310699462890625000";"vlastní"
"Běžné výdaje";"2331";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Vodní toky a vodohospodářská díla";FALSE;NA;"Úpravy vodohospodářsky významných a vodárenských toků";"2016-12-31";"2016";"90630916,719999998807907104492187500";"vlastní"
"Běžné výdaje";"2331";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Vodní toky a vodohospodářská díla";FALSE;NA;"Úpravy vodohospodářsky významných a vodárenských toků";"2017-12-31";"2017";"0,000000000000000000000000000";"vlastní"
"Běžné výdaje";"2331";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Vodní toky a vodohospodářská díla";FALSE;NA;"Úpravy vodohospodářsky významných a vodárenských toků";"2018-12-31";"2018";"0,000000000000000000000000000";"vlastní"
"Běžné výdaje";"2331";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Vodní toky a vodohospodářská díla";FALSE;NA;"Úpravy vodohospodářsky významných a vodárenských toků";"2019-12-31";"2019";"0,000000000000000000000000000";"vlastní"
"Běžné výdaje";"2331";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Vodní toky a vodohospodářská díla";FALSE;NA;"Úpravy vodohospodářsky významných a vodárenských toků";"2020-12-31";"2020";"0,000000000000000000000000000";"vlastní"
"Běžné výdaje";"2331";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Vodní toky a vodohospodářská díla";TRUE;"2007-13";"Úpravy vodohospodářsky významných a vodárenských toků";"2015-12-31";"2015";"0,000000000000000000000000000";"EU"
"Běžné výdaje";"2331";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Vodní toky a vodohospodářská díla";TRUE;"2014-20";"Úpravy vodohospodářsky významných a vodárenských toků";"2018-12-31";"2018";"4149387,109999999869614839553833008";"EU"
"Běžné výdaje";"2332";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Vodní toky a vodohospodářská díla";FALSE;NA;"Vodní díla na vodohospodářsky významných a vodárenských tocích";"2015-12-31";"2015";"0,000000000000000000000000000";"vlastní"
"Běžné výdaje";"2332";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Vodní toky a vodohospodářská díla";FALSE;NA;"Vodní díla na vodohospodářsky významných a vodárenských tocích";"2016-12-31";"2016";"0,000000000000000000000000000";"vlastní"
"Běžné výdaje";"2332";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Vodní toky a vodohospodářská díla";TRUE;"2014-20";"Vodní díla na vodohospodářsky významných a vodárenských tocích";"2017-12-31";"2017";"1310001,520000000018626451492309570";"EU"
"Běžné výdaje";"2332";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Vodní toky a vodohospodářská díla";TRUE;"2014-20";"Vodní díla na vodohospodářsky významných a vodárenských tocích";"2018-12-31";"2018";"123008,600000000005820766091346741";"EU"
"Běžné výdaje";"2332";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Vodní toky a vodohospodářská díla";TRUE;"2014-20";"Vodní díla na vodohospodářsky významných a vodárenských tocích";"2019-12-31";"2019";"206712,339999999996507540345191956";"EU"
"Běžné výdaje";"2333";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Vodní toky a vodohospodářská díla";FALSE;NA;"Úpravy drobných vodních toků";"2015-12-31";"2015";"403616886,389999985694885253906250000";"vlastní"
"Běžné výdaje";"2333";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Vodní toky a vodohospodářská díla";FALSE;NA;"Úpravy drobných vodních toků";"2016-12-31";"2016";"466839541,459999978542327880859375000";"vlastní"
"Běžné výdaje";"2333";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Vodní toky a vodohospodářská díla";FALSE;NA;"Úpravy drobných vodních toků";"2017-12-31";"2017";"540225444,200000047683715820312500000";"vlastní"
"Běžné výdaje";"2333";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Vodní toky a vodohospodářská díla";FALSE;NA;"Úpravy drobných vodních toků";"2018-12-31";"2018";"486396425,419999957084655761718750000";"vlastní"
"Běžné výdaje";"2333";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Vodní toky a vodohospodářská díla";FALSE;NA;"Úpravy drobných vodních toků";"2019-12-31";"2019";"419137727,149999976158142089843750000";"vlastní"
"Běžné výdaje";"2333";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Vodní toky a vodohospodářská díla";FALSE;NA;"Úpravy drobných vodních toků";"2020-12-31";"2020";"441138776,800000011920928955078125000";"vlastní"
"Běžné výdaje";"2333";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Vodní toky a vodohospodářská díla";TRUE;"2007-13";"Úpravy drobných vodních toků";"2015-12-31";"2015";"50280,180000000000291038304567337";"EU"
"Běžné výdaje";"2334";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Vodní toky a vodohospodářská díla";FALSE;NA;"Revitalizace říčních systémů";"2015-12-31";"2015";"0,000000000000000000000000000";"vlastní"
"Běžné výdaje";"2334";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Vodní toky a vodohospodářská díla";FALSE;NA;"Revitalizace říčních systémů";"2016-12-31";"2016";"0,000000000000000000000000000";"vlastní"
"Běžné výdaje";"2334";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Vodní toky a vodohospodářská díla";FALSE;NA;"Revitalizace říčních systémů";"2017-12-31";"2017";"0,000000000000000000000000000";"vlastní"
"Běžné výdaje";"2334";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Vodní toky a vodohospodářská díla";TRUE;"2007-13";"Revitalizace říčních systémů";"2015-12-31";"2015";"119700,000000000000000000000000000";"EU"
"Běžné výdaje";"2334";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Vodní toky a vodohospodářská díla";TRUE;"2007-13";"Revitalizace říčních systémů";"2016-12-31";"2016";"0,000000000000000000000000000";"EU"
"Běžné výdaje";"2339";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Vodní toky a vodohospodářská díla";FALSE;NA;"Záležitosti vodních toků a vodohospodářských děl jinde nezařazené";"2015-12-31";"2015";"2738977,520000000018626451492309570";"vlastní"
"Běžné výdaje";"2339";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Vodní toky a vodohospodářská díla";FALSE;NA;"Záležitosti vodních toků a vodohospodářských děl jinde nezařazené";"2016-12-31";"2016";"11449394,130000000819563865661621094";"vlastní"
"Běžné výdaje";"2339";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Vodní toky a vodohospodářská díla";FALSE;NA;"Záležitosti vodních toků a vodohospodářských děl jinde nezařazené";"2017-12-31";"2017";"57943365,160000003874301910400390625";"vlastní"
"Běžné výdaje";"2339";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Vodní toky a vodohospodářská díla";FALSE;NA;"Záležitosti vodních toků a vodohospodářských děl jinde nezařazené";"2018-12-31";"2018";"39154580,890000000596046447753906250";"vlastní"
"Běžné výdaje";"2339";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Vodní toky a vodohospodářská díla";FALSE;NA;"Záležitosti vodních toků a vodohospodářských děl jinde nezařazené";"2019-12-31";"2019";"26373496,020000003278255462646484375";"vlastní"
"Běžné výdaje";"2339";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Vodní toky a vodohospodářská díla";FALSE;NA;"Záležitosti vodních toků a vodohospodářských děl jinde nezařazené";"2020-12-31";"2020";"40967279,120000004768371582031250000";"vlastní"
"Běžné výdaje";"2339";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Vodní toky a vodohospodářská díla";TRUE;"2007-13";"Záležitosti vodních toků a vodohospodářských děl jinde nezařazené";"2015-12-31";"2015";"1808362,319999999832361936569213867";"EU"
"Běžné výdaje";"2339";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Vodní toky a vodohospodářská díla";TRUE;"2007-13";"Záležitosti vodních toků a vodohospodářských děl jinde nezařazené";"2016-12-31";"2016";"0,000000000000000000000000000";"EU"
"Běžné výdaje";"2341";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Voda v zemědělské krajině";FALSE;NA;"Vodní díla v zemědělské krajině";"2015-12-31";"2015";"50771769,000000000000000000000000000";"vlastní"
"Běžné výdaje";"2341";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Voda v zemědělské krajině";FALSE;NA;"Vodní díla v zemědělské krajině";"2016-12-31";"2016";"88602238,730000004172325134277343750";"vlastní"
"Běžné výdaje";"2341";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Voda v zemědělské krajině";FALSE;NA;"Vodní díla v zemědělské krajině";"2017-12-31";"2017";"47517948,859999999403953552246093750";"vlastní"
"Běžné výdaje";"2341";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Voda v zemědělské krajině";FALSE;NA;"Vodní díla v zemědělské krajině";"2018-12-31";"2018";"68625458,469999998807907104492187500";"vlastní"
"Běžné výdaje";"2341";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Voda v zemědělské krajině";FALSE;NA;"Vodní díla v zemědělské krajině";"2019-12-31";"2019";"87224948,310000002384185791015625000";"vlastní"
"Běžné výdaje";"2341";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Voda v zemědělské krajině";FALSE;NA;"Vodní díla v zemědělské krajině";"2020-12-31";"2020";"86985497,499999985098838806152343750";"vlastní"
"Běžné výdaje";"2342";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Voda v zemědělské krajině";TRUE;"2007-13";"Protierozní ochrana";"2015-12-31";"2015";"441114,289999999979045242071151733";"EU"
"Běžné výdaje";"2342";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Voda v zemědělské krajině";TRUE;"2007-13";"Protierozní ochrana";"2016-12-31";"2016";"0,000000000000000000000000000";"EU"
"Běžné výdaje";"2342";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Voda v zemědělské krajině";TRUE;"2014-20";"Protierozní ochrana";"2017-12-31";"2017";"8154,590000000000145519152283669";"EU"
"Běžné výdaje";"2342";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Voda v zemědělské krajině";TRUE;"2014-20";"Protierozní ochrana";"2018-12-31";"2018";"928835,389999999897554516792297363";"EU"
"Běžné výdaje";"2342";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Voda v zemědělské krajině";TRUE;"2014-20";"Protierozní ochrana";"2019-12-31";"2019";"7905837,549999999813735485076904297";"EU"
"Běžné výdaje";"2342";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Voda v zemědělské krajině";TRUE;"2014-20";"Protierozní ochrana";"2020-12-31";"2020";"208632,500000000000000000000000000";"EU"
"Běžné výdaje";"2399";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Ostatní činnost a nespecifikované výdaje";FALSE;NA;"Ostatní záležitosti vodního hospodářství";"2015-12-31";"2015";"25884072,000000000000000000000000000";"vlastní"
"Běžné výdaje";"2399";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Ostatní činnost a nespecifikované výdaje";FALSE;NA;"Ostatní záležitosti vodního hospodářství";"2016-12-31";"2016";"43974002,000000000000000000000000000";"vlastní"
"Běžné výdaje";"2399";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Ostatní činnost a nespecifikované výdaje";FALSE;NA;"Ostatní záležitosti vodního hospodářství";"2017-12-31";"2017";"75628777,000000000000000000000000000";"vlastní"
"Běžné výdaje";"2399";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Ostatní činnost a nespecifikované výdaje";FALSE;NA;"Ostatní záležitosti vodního hospodářství";"2018-12-31";"2018";"40511483,630000002682209014892578125";"vlastní"
"Běžné výdaje";"2399";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Ostatní činnost a nespecifikované výdaje";FALSE;NA;"Ostatní záležitosti vodního hospodářství";"2019-12-31";"2019";"43627966,799999997019767761230468750";"vlastní"
"Běžné výdaje";"2399";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Ostatní činnost a nespecifikované výdaje";FALSE;NA;"Ostatní záležitosti vodního hospodářství";"2020-12-31";"2020";"32598349,800000000745058059692382812";"vlastní"
"Běžné výdaje";"2399";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Ostatní činnost a nespecifikované výdaje";TRUE;"2007-13";"Ostatní záležitosti vodního hospodářství";"2015-12-31";"2015";"127576263,790000006556510925292968750";"EU"
"Běžné výdaje";"2399";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Ostatní činnost a nespecifikované výdaje";TRUE;"2007-13";"Ostatní záležitosti vodního hospodářství";"2016-12-31";"2016";"0,000000000000000000000000000";"EU"
"Běžné výdaje";"2399";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Ostatní činnost a nespecifikované výdaje";TRUE;"2014-20";"Ostatní záležitosti vodního hospodářství";"2018-12-31";"2018";"377676,299999999988358467817306519";"EU"
"Běžné výdaje";"2399";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Ostatní činnost a nespecifikované výdaje";TRUE;"2014-20";"Ostatní záležitosti vodního hospodářství";"2020-12-31";"2020";"2119613,739999999757856130599975586";"EU"
"Běžné výdaje";"2411";"Průmyslová a ostatní odvětví hospodářství";"Spoje";"Činnosti spojů";FALSE;NA;"Záležitosti pošt";"2017-12-31";"2017";"0,000000000000000000000000000";"vlastní"
"Běžné výdaje";"2411";"Průmyslová a ostatní odvětví hospodářství";"Spoje";"Činnosti spojů";FALSE;NA;"Záležitosti pošt";"2018-12-31";"2018";"1800000000,000000000000000000000000000";"vlastní"
"Běžné výdaje";"2411";"Průmyslová a ostatní odvětví hospodářství";"Spoje";"Činnosti spojů";FALSE;NA;"Záležitosti pošt";"2019-12-31";"2019";"500000000,000000000000000000000000000";"vlastní"
"Běžné výdaje";"2411";"Průmyslová a ostatní odvětví hospodářství";"Spoje";"Činnosti spojů";FALSE;NA;"Záležitosti pošt";"2020-12-31";"2020";"300000000,000000000000000000000000000";"vlastní"
"Běžné výdaje";"2412";"Průmyslová a ostatní odvětví hospodářství";"Spoje";"Činnosti spojů";FALSE;NA;"Záležitosti telekomunikací";"2015-12-31";"2015";"137482170,569999992847442626953125000";"vlastní"
"Běžné výdaje";"2412";"Průmyslová a ostatní odvětví hospodářství";"Spoje";"Činnosti spojů";FALSE;NA;"Záležitosti telekomunikací";"2016-12-31";"2016";"123481188,619999989867210388183593750";"vlastní"
"Běžné výdaje";"2412";"Průmyslová a ostatní odvětví hospodářství";"Spoje";"Činnosti spojů";FALSE;NA;"Záležitosti telekomunikací";"2017-12-31";"2017";"115117667,490000009536743164062500000";"vlastní"
"Běžné výdaje";"2412";"Průmyslová a ostatní odvětví hospodářství";"Spoje";"Činnosti spojů";FALSE;NA;"Záležitosti telekomunikací";"2018-12-31";"2018";"108787309,539999991655349731445312500";"vlastní"
"Běžné výdaje";"2412";"Průmyslová a ostatní odvětví hospodářství";"Spoje";"Činnosti spojů";FALSE;NA;"Záležitosti telekomunikací";"2019-12-31";"2019";"104039424,719999998807907104492187500";"vlastní"
"Běžné výdaje";"2412";"Průmyslová a ostatní odvětví hospodářství";"Spoje";"Činnosti spojů";FALSE;NA;"Záležitosti telekomunikací";"2020-12-31";"2020";"93609922,780000001192092895507812500";"vlastní"
"Běžné výdaje";"2461";"Průmyslová a ostatní odvětví hospodářství";"Spoje";"Správa ve spojích";FALSE;NA;"Činnost ústředních orgánů státní správy ve spojích";"2015-12-31";"2015";"488153874,879999995231628417968750000";"vlastní"
"Běžné výdaje";"2461";"Průmyslová a ostatní odvětví hospodářství";"Spoje";"Správa ve spojích";FALSE;NA;"Činnost ústředních orgánů státní správy ve spojích";"2016-12-31";"2016";"465954344,040000021457672119140625000";"vlastní"
"Běžné výdaje";"2461";"Průmyslová a ostatní odvětví hospodářství";"Spoje";"Správa ve spojích";FALSE;NA;"Činnost ústředních orgánů státní správy ve spojích";"2017-12-31";"2017";"493472980,889999985694885253906250000";"vlastní"
"Běžné výdaje";"2461";"Průmyslová a ostatní odvětví hospodářství";"Spoje";"Správa ve spojích";FALSE;NA;"Činnost ústředních orgánů státní správy ve spojích";"2018-12-31";"2018";"544599846,889999985694885253906250000";"vlastní"
"Běžné výdaje";"2461";"Průmyslová a ostatní odvětví hospodářství";"Spoje";"Správa ve spojích";FALSE;NA;"Činnost ústředních orgánů státní správy ve spojích";"2019-12-31";"2019";"533184511,529999971389770507812500000";"vlastní"
"Běžné výdaje";"2461";"Průmyslová a ostatní odvětví hospodářství";"Spoje";"Správa ve spojích";FALSE;NA;"Činnost ústředních orgánů státní správy ve spojích";"2020-12-31";"2020";"535379051,759999990463256835937500000";"vlastní"
"Běžné výdaje";"2461";"Průmyslová a ostatní odvětví hospodářství";"Spoje";"Správa ve spojích";TRUE;"2007-13";"Činnost ústředních orgánů státní správy ve spojích";"2015-12-31";"2015";"2984531,830000000074505805969238281";"EU"
"Běžné výdaje";"2461";"Průmyslová a ostatní odvětví hospodářství";"Spoje";"Správa ve spojích";TRUE;"2007-13";"Činnost ústředních orgánů státní správy ve spojích";"2016-12-31";"2016";"0,000000000000000000000000000";"EU"
"Běžné výdaje";"2461";"Průmyslová a ostatní odvětví hospodářství";"Spoje";"Správa ve spojích";TRUE;"2007-13";"Činnost ústředních orgánů státní správy ve spojích";"2017-12-31";"2017";"0,000000000000000000000000000";"EU"
"Běžné výdaje";"2461";"Průmyslová a ostatní odvětví hospodářství";"Spoje";"Správa ve spojích";TRUE;"2007-13";"Činnost ústředních orgánů státní správy ve spojích";"2018-12-31";"2018";"0,000000000000000000000000000";"EU"
"Běžné výdaje";"2461";"Průmyslová a ostatní odvětví hospodářství";"Spoje";"Správa ve spojích";TRUE;"2014-20";"Činnost ústředních orgánů státní správy ve spojích";"2019-12-31";"2019";"0,000000000000000000000000000";"EU"
"Běžné výdaje";"2461";"Průmyslová a ostatní odvětví hospodářství";"Spoje";"Správa ve spojích";TRUE;"2014-20";"Činnost ústředních orgánů státní správy ve spojích";"2020-12-31";"2020";"0,000000000000000000000000000";"EU"
"Běžné výdaje";"2491";"Průmyslová a ostatní odvětví hospodářství";"Spoje";"Ostatní činnost a nespecifikované výdaje ve spojích";FALSE;NA;"Mezinárodní spolupráce ve spojích";"2015-12-31";"2015";"11061598,169999999925494194030761719";"vlastní"
"Běžné výdaje";"2491";"Průmyslová a ostatní odvětví hospodářství";"Spoje";"Ostatní činnost a nespecifikované výdaje ve spojích";FALSE;NA;"Mezinárodní spolupráce ve spojích";"2016-12-31";"2016";"7903444,639999999664723873138427734";"vlastní"
"Běžné výdaje";"2491";"Průmyslová a ostatní odvětví hospodářství";"Spoje";"Ostatní činnost a nespecifikované výdaje ve spojích";FALSE;NA;"Mezinárodní spolupráce ve spojích";"2017-12-31";"2017";"6930798,330000000074505805969238281";"vlastní"
"Běžné výdaje";"2491";"Průmyslová a ostatní odvětví hospodářství";"Spoje";"Ostatní činnost a nespecifikované výdaje ve spojích";FALSE;NA;"Mezinárodní spolupráce ve spojích";"2018-12-31";"2018";"12240242,380000000819563865661621094";"vlastní"
"Běžné výdaje";"2491";"Průmyslová a ostatní odvětví hospodářství";"Spoje";"Ostatní činnost a nespecifikované výdaje ve spojích";FALSE;NA;"Mezinárodní spolupráce ve spojích";"2019-12-31";"2019";"8621007,839999999850988388061523438";"vlastní"
"Běžné výdaje";"2491";"Průmyslová a ostatní odvětví hospodářství";"Spoje";"Ostatní činnost a nespecifikované výdaje ve spojích";FALSE;NA;"Mezinárodní spolupráce ve spojích";"2020-12-31";"2020";"3178794,649999999906867742538452148";"vlastní"
"Běžné výdaje";"2499";"Průmyslová a ostatní odvětví hospodářství";"Spoje";"Ostatní činnost a nespecifikované výdaje ve spojích";FALSE;NA;"Ostatní záležitosti spojů";"2017-12-31";"2017";"237834,000000000000000000000000000";"vlastní"
"Běžné výdaje";"2499";"Průmyslová a ostatní odvětví hospodářství";"Spoje";"Ostatní činnost a nespecifikované výdaje ve spojích";FALSE;NA;"Ostatní záležitosti spojů";"2018-12-31";"2018";"2412687,000000000000000000000000000";"vlastní"
"Běžné výdaje";"2499";"Průmyslová a ostatní odvětví hospodářství";"Spoje";"Ostatní činnost a nespecifikované výdaje ve spojích";FALSE;NA;"Ostatní záležitosti spojů";"2019-12-31";"2019";"0,000000000000000000000000000";"vlastní"
"Běžné výdaje";"2499";"Průmyslová a ostatní odvětví hospodářství";"Spoje";"Ostatní činnost a nespecifikované výdaje ve spojích";FALSE;NA;"Ostatní záležitosti spojů";"2020-12-31";"2020";"0,000000000000000000000000000";"vlastní"
"Běžné výdaje";"2510";"Průmyslová a ostatní odvětví hospodářství";"Všeobecné hospodářské záležitosti a ostatní ekonomické funkce";"Podpora podnikání";FALSE;NA;"Podpora podnikání";"2015-12-31";"2015";"17500000,000000000000000000000000000";"vlastní"
"Běžné výdaje";"2510";"Průmyslová a ostatní odvětví hospodářství";"Všeobecné hospodářské záležitosti a ostatní ekonomické funkce";"Podpora podnikání";FALSE;NA;"Podpora podnikání";"2016-12-31";"2016";"20006512,649999998509883880615234375";"vlastní"
"Běžné výdaje";"2510";"Průmyslová a ostatní odvětví hospodářství";"Všeobecné hospodářské záležitosti a ostatní ekonomické funkce";"Podpora podnikání";FALSE;NA;"Podpora podnikání";"2017-12-31";"2017";"18000000,000000000000000000000000000";"vlastní"
"Běžné výdaje";"2510";"Průmyslová a ostatní odvětví hospodářství";"Všeobecné hospodářské záležitosti a ostatní ekonomické funkce";"Podpora podnikání";FALSE;NA;"Podpora podnikání";"2018-12-31";"2018";"18898372,800000000745058059692382812";"vlastní"
"Běžné výdaje";"2510";"Průmyslová a ostatní odvětví hospodářství";"Všeobecné hospodářské záležitosti a ostatní ekonomické funkce";"Podpora podnikání";FALSE;NA;"Podpora podnikání";"2019-12-31";"2019";"19170868,500000000000000000000000000";"vlastní"
"Běžné výdaje";"2510";"Průmyslová a ostatní odvětví hospodářství";"Všeobecné hospodářské záležitosti a ostatní ekonomické funkce";"Podpora podnikání";FALSE;NA;"Podpora podnikání";"2020-12-31";"2020";"19790000,000000000000000000000000000";"vlastní"
"Běžné výdaje";"2532";"Průmyslová a ostatní odvětví hospodářství";"Všeobecné hospodářské záležitosti a ostatní ekonomické funkce";"Všeobecné finanční záležitosti";FALSE;NA;"Úřad Národní rozpočtové rady";"2018-12-31";"2018";"15722961,529999999329447746276855469";"vlastní"
"Běžné výdaje";"2532";"Průmyslová a ostatní odvětví hospodářství";"Všeobecné hospodářské záležitosti a ostatní ekonomické funkce";"Všeobecné finanční záležitosti";FALSE;NA;"Úřad Národní rozpočtové rady";"2019-12-31";"2019";"22666905,500000000000000000000000000";"vlastní"
"Běžné výdaje";"2532";"Průmyslová a ostatní odvětví hospodářství";"Všeobecné hospodářské záležitosti a ostatní ekonomické funkce";"Všeobecné finanční záležitosti";FALSE;NA;"Úřad Národní rozpočtové rady";"2020-12-31";"2020";"22404323,309999998658895492553710938";"vlastní"
"Běžné výdaje";"2539";"Průmyslová a ostatní odvětví hospodářství";"Všeobecné hospodářské záležitosti a ostatní ekonomické funkce";"Všeobecné finanční záležitosti";FALSE;NA;"Všeobecné finanční záležitosti jinde nezařazené";"2015-12-31";"2015";"0,000000000000000000000000000";"vlastní"
"Běžné výdaje";"2539";"Průmyslová a ostatní odvětví hospodářství";"Všeobecné hospodářské záležitosti a ostatní ekonomické funkce";"Všeobecné finanční záležitosti";FALSE;NA;"Všeobecné finanční záležitosti jinde nezařazené";"2016-12-31";"2016";"294116384,000000000000000000000000000";"vlastní"
"Běžné výdaje";"2539";"Průmyslová a ostatní odvětví hospodářství";"Všeobecné hospodářské záležitosti a ostatní ekonomické funkce";"Všeobecné finanční záležitosti";FALSE;NA;"Všeobecné finanční záležitosti jinde nezařazené";"2017-12-31";"2017";"0,000000000000000000000000000";"vlastní"
"Běžné výdaje";"2541";"Průmyslová a ostatní odvětví hospodářství";"Všeobecné hospodářské záležitosti a ostatní ekonomické funkce";"Všeobecné hospodářské služby";FALSE;NA;"Geologie";"2015-12-31";"2015";"101655654,469999998807907104492187500";"vlastní"
"Běžné výdaje";"2541";"Průmyslová a ostatní odvětví hospodářství";"Všeobecné hospodářské záležitosti a ostatní ekonomické funkce";"Všeobecné hospodářské služby";FALSE;NA;"Geologie";"2016-12-31";"2016";"137065348,770000010728836059570312500";"vlastní"
"Běžné výdaje";"2541";"Průmyslová a ostatní odvětví hospodářství";"Všeobecné hospodářské záležitosti a ostatní ekonomické funkce";"Všeobecné hospodářské služby";FALSE;NA;"Geologie";"2017-12-31";"2017";"135164688,530000001192092895507812500";"vlastní"
"Běžné výdaje";"2541";"Průmyslová a ostatní odvětví hospodářství";"Všeobecné hospodářské záležitosti a ostatní ekonomické funkce";"Všeobecné hospodářské služby";FALSE;NA;"Geologie";"2018-12-31";"2018";"114312348,549999997019767761230468750";"vlastní"
"Běžné výdaje";"2541";"Průmyslová a ostatní odvětví hospodářství";"Všeobecné hospodářské záležitosti a ostatní ekonomické funkce";"Všeobecné hospodářské služby";FALSE;NA;"Geologie";"2019-12-31";"2019";"109348093,840000003576278686523437500";"vlastní"
"Běžné výdaje";"2541";"Průmyslová a ostatní odvětví hospodářství";"Všeobecné hospodářské záležitosti a ostatní ekonomické funkce";"Všeobecné hospodářské služby";FALSE;NA;"Geologie";"2020-12-31";"2020";"133117641,260000005364418029785156250";"vlastní"
"Běžné výdaje";"2542";"Průmyslová a ostatní odvětví hospodářství";"Všeobecné hospodářské záležitosti a ostatní ekonomické funkce";"Všeobecné hospodářské služby";FALSE;NA;"Meteorologie";"2015-12-31";"2015";"524028456,980000019073486328125000000";"vlastní"
